date_time,consumption,avg_demand,temp,humidity,entries
2020-03-09,369.375,1476.6666666666667,57.81666666666667,28.250000000000004,1743.0
2020-03-10,345.8333333333333,1383.5416666666667,60.04999999999999,48.82916666666667,1607.0
2020-03-11,347.5,1390.0,50.99583333333334,44.19583333333333,1573.0
2020-03-12,350.0,1400.2083333333333,46.583333333333336,63.291666666666664,1259.0
2020-03-13,328.0208333333333,1312.2916666666667,55.754166666666656,65.05416666666665,704.0
2020-03-14,221.14583333333334,884.7916666666666,49.041666666666664,32.57916666666666,0.0
2020-03-15,218.95833333333334,875.8333333333334,46.895833333333336,34.99583333333333,0.0
2020-03-16,332.0833333333333,1327.9166666666667,39.775,43.73333333333333,430.0
2020-03-17,309.0625,1236.4583333333333,47.337500000000006,73.14999999999999,248.0
2020-03-18,303.8541666666667,1215.2083333333333,47.42083333333332,44.783333333333324,170.0
2020-03-19,301.3541666666667,1205.8333333333333,47.008333333333326,79.75416666666666,165.0
2020-03-20,274.8958333333333,1099.5833333333333,58.650000000000006,71.46249999999999,156.0
2020-03-21,209.89583333333334,839.7916666666666,49.22083333333333,37.587500000000006,0.0
2020-03-22,213.4375,853.9583333333334,38.637499999999996,38.66666666666667,0.0
2020-03-23,284.1666666666667,1136.4583333333333,38.1625,79.24583333333335,36.0
2020-03-24,269.7916666666667,1079.375,44.77916666666667,62.916666666666664,49.0
2020-03-25,269.5833333333333,1078.125,42.85,68.99166666666667,37.0
2020-03-26,261.6666666666667,1046.6666666666667,46.45416666666666,58.75000000000001,41.0
2020-03-27,250.625,1002.5,57.45416666666666,47.625,46.0
2020-03-28,204.375,817.2916666666666,48.433333333333344,64.3,0.0
2020-03-29,214.58333333333334,858.5416666666666,45.5625,93.06666666666665,0.0
2020-03-30,265.625,1062.7083333333333,46.56250000000001,82.05833333333335,38.0
2020-03-31,253.33333333333334,1013.3333333333334,43.89166666666667,73.73333333333333,41.0
2020-04-01,256.6666666666667,1026.25,46.387499999999996,50.370833333333316,45.0
2020-04-02,256.0416666666667,1024.375,48.56666666666667,43.737500000000004,44.0
2020-04-03,254.375,1017.7083333333334,49.45416666666666,65.34999999999998,44.0
2020-04-04,205.72916666666666,822.9166666666666,51.31249999999999,67.92500000000001,0.0
2020-04-05,201.45833333333334,805.8333333333334,53.13333333333333,70.94166666666668,0.0
2020-04-06,247.8125,991.25,56.2125,47.77083333333332,41.0
2020-04-07,244.58333333333334,978.3333333333334,57.55416666666667,34.612500000000004,44.0
2020-04-08,244.58333333333334,978.3333333333334,57.025,68.31666666666668,33.0
2020-04-09,244.375,977.5,51.34166666666666,64.75833333333335,37.0
2020-04-10,263.3333333333333,1053.3333333333333,43.87916666666666,50.94583333333335,28.0
2020-04-11,212.29166666666666,848.9583333333334,47.05416666666667,33.92916666666667,0.0
2020-04-12,205.83333333333334,823.5416666666666,53.633333333333326,45.81666666666667,0.0
2020-04-13,253.54166666666666,1014.1666666666666,58.724999999999994,84.05000000000001,35.0
2020-04-14,254.47916666666666,1017.9166666666666,52.508333333333326,43.17916666666665,43.0
2020-04-15,253.4375,1013.75,47.708333333333336,37.94166666666667,31.0
2020-04-16,261.1458333333333,1044.5833333333333,45.083333333333336,37.204166666666666,39.0
2020-04-17,259.8958333333333,1039.7916666666667,43.145833333333336,47.69583333333333,38.0
2020-04-18,207.70833333333334,830.4166666666666,44.137499999999996,75.09583333333335,0.0
2020-04-19,207.70833333333334,831.0416666666666,51.40833333333334,42.975,0.0
2020-04-20,251.35416666666666,1005.4166666666666,52.69166666666666,42.325,39.0
2020-04-21,252.39583333333334,1009.5833333333334,49.8125,62.39583333333332,44.0
2020-04-22,261.0752688172043,1043.8709677419354,43.7304347826087,32.04782608695652,49.0
2020-04-23,256.6666666666667,1026.6666666666667,44.68333333333334,40.099999999999994,40.0
2020-04-24,259.89247311827955,1039.784946236559,46.00416666666666,88.05833333333332,41.0
